"number" "anime_name_english" "anime_name_japanese" "rating" "favorite_count" "user_count" "airing_start" "year" "month" "day" "airing_end" "popularity_rank" "rating_rank" "age_rating" "age_rating_Guide" "total_episode" "total_length" "Genres" "Categories"
6836 "tsuritama" "つり球" 76.43 300 14940 "2012-04-13" 2012 4 13 "2012-06-29" 786 1384 "PG" "Teens 13 or older" 12 276 "Sci-Fi/Slice of Life/Comedy/Sports" "Science Fiction/Earth/Japan/Sports/Slice of Life/Asia/Humanoid Alien/Alien/Plot Continuity/Present"
7390 "one-piece-episode-of-luffy-hand-island-no-bouken" "ワンピース エピソードオブルフィ 〜ハンドアイランドの冒険〜" 76.41 7 3828 "2012-12-15" 2012 12 15 "2012-12-15" 2419 1395 "PG" "Teens 13 or older" 1 102 "Action/Adventure/Comedy/Fantasy/Super Power/Friendship" "Comedy/Super Power/Fantasy/Action/Friendship/Adventure/Shounen/Pirate"
6436 "toshokan-sensou-kakumei-no-tsubasa" "図書館戦争 革命のつばさ" 76.26 15 2016 "2012-06-16" 2012 6 16 "2012-06-16" 3505 1435 "PG" "Teens 13 or older" 1 105 "Action/Comedy/Romance/Military" "Romance/Japan/Alternative Present/Present/Military/Action/Comedy"
6648 "kingdom" "キングダム" 76.25 85 9532 "2012-06-04" 2012 6 4 "2013-02-25" 1214 1436 "R" "Violence, Profanity" 38 950 "Action/Historical/Military" "Earth/China/Adventure/Asia/Feudal Warfare/Swordplay/War/Historical/Action/Military"
6929 "shinryaku-ika-musume" "侵略!!イカ娘" 76.17 7 3022 "2012-08-08" 2012 8 8 "2014-09-08" 2808 1456 "PG" "Teens 13 or older" 3 72 "Comedy/Slice of Life" "Earth/Japan/Slice of Life/Asia/Comedy/Present"
6821 "shirokuma-cafe" "しろくまカフェ" 76.03 112 7530 "2012-04-05" 2012 4 5 "2013-03-28" 1516 1506 "G" "All Ages" 50 48 "" "Parody/Slice of Life/Comedy/Working Life/Anthropomorphism/Josei"
6954 "inu-x-boku-ss-special" "妖狐×僕SS" 75.97 34 7288 "2012-09-26" 2012 9 26 "2012-09-26" 1554 1522 "PG" "Teens 13 or older" 1 24 "Comedy/Supernatural" "Comedy/Fantasy"
6746 "kyoukaisenjou-no-horizon-ii" "境界線上のホライゾンII" 75.96 54 7370 "2012-07-08" 2012 7 8 "2012-09-30" 1540 1525 "R" "Mild Nudity" 13 312 "Action/Fantasy/Sci-Fi" "Fantasy/Romance/Ninja/Science Fiction/Adventure/Action/Comedy/Swordplay/Future/Android"
3251 "evangelion-3-0-you-can-not-redo" "ヱヴァンゲリヲン新劇場版:Q" 75.84 252 22951 "2012-11-17" 2012 11 17 "2012-11-17" 477 1569 "PG" "Teens 13 or older" 1 96 "Action/Mecha/Sci-Fi" "Earth/Science Fiction/Mecha/Japan/Action/Piloted Robot/Post Apocalypse/Human Enhancement/Angst/Alien"
6347 "kore-wa-zombie-desu-ka-of-the-dead" "これはゾンビですか? OF THE DEAD" 75.81 153 24926 "2012-04-05" 2012 4 5 "2012-06-07" 426 1578 "R" "17+ (violence & profanity)" 10 240 "Action/Comedy/Ecchi/Magic/Harem/Supernatural/Zombies/Mahou Shoujo" "Fantasy/Contemporary Fantasy/Japan/Ecchi/Action/Parody/Comedy/Magic/Present/Harem"
7087 "girls-und-panzer" "ガールズ&パンツァー" 75.75 406 19407 "2012-10-09" 2012 10 9 "2013-03-25" 588 1597 "PG" "Teens 13 or older" 12 288 "School/Military/Sports/Action" "Earth/School Clubs/Friendship/Plot Continuity/Military/School Life"
6196 "sayonara-zetsubou-sensei-special" "さよなら絶望先生" 75.68 6 2185 "2012-01-31" 2012 1 31 "2012-01-31" 3358 1619 "R" "17+ (violence & profanity)" 1 24 "Comedy/Parody/Mystery" "Comedy/Parody/Mystery"
6645 "poyopoyo-kansatsu-nikki" "ポヨポヨ観察日記" 75.59 21 2285 "2012-01-08" 2012 1 8 "2012-12-30" 3280 1641 "PG" "Children" 52 156 "Comedy/Slice of Life" "Slice of Life/Comedy/Super Deformed/Slapstick"
6462 "another" "アナザー" 75.59 1162 79037 "2012-01-10" 2012 1 10 "2012-03-27" 77 1638 "R" "17+ (violence & profanity)" 12 288 "Mystery/Horror/School/Thriller/Supernatural" "Earth/Japan/Asia/Middle School/Thriller/Angst/Horror/Drama/School Life/Plot Continuity"
6084 "berserk-ougon-jidaihen-i-haou-no-tamago" "ベルセルク 黄金時代篇Ⅰ 覇王の卵" 75.56 104 12036 "2012-02-04" 2012 2 4 "2012-02-04" 992 1645 "R" "Mild Nudity" 1 76 "Action/Adventure/Fantasy/Supernatural/Military/Demons/Gore/Friendship" "Adventure/Fantasy/Action/Fantasy World/Alternative Past/Swordplay/Dark Fantasy/Horror/War/Past"
7002 "furiko" "振り子" 75.52 38 2595 "2012-03-01" 2012 3 1 "2012-03-01" 3067 1656 "G" "All Ages" 1 3 "Drama/Music/Slice of Life/Romance/Family" "Romance/Japan/Slice of Life/Music/Family"
7047 "to-love-ru-darkness-ova" "To LOVEる -とらぶる- ダークネス" 75.51 45 9178 "2012-08-17" 2012 8 17 "2015-04-03" 1256 1662 "R" "Mild Nudity" 6 150 "Comedy/Ecchi/Romance/School/Sci-Fi/Harem" "Earth/Ecchi/Romance/Parental Abandonment/Japan/Slice of Life/Asia/Comedy/Violent Retribution For Accidental Infringement/Humanoid Alien"
5851 "strike-witches-the-movie" "劇場版 ストライクウィッチーズ" 75.45 29 4253 "2012-03-17" 2012 3 17 "2012-03-17" 2274 1685 "PG" "Teens 13 or older" 1 97 "Action/Ecchi/Magic/Sci-Fi/Military" "Science Fiction/France/Ecchi/Action/Comedy/Alternative Past/Air Force/Gunfights/Europe/Alien"
7262 "kuroko-no-basket-ng-shuu" "黒子のバスケNG集" 75.45 12 4519 "2012-07-27" 2012 7 27 "2013-03-22" 2180 1686 "PG" "Teens 13 or older" 9 36 "Comedy/School/Sports" "Comedy/Sports/School Life/Shounen/Basketball"
14121 "meitantei-conan-hoshikage-no-majutsushi" "名探偵コナン～星影の魔術師～" 75.33 1 193 "2012-01-01" 2012 1 1 "2012-01-01" 9021 1730 "G" "All Ages" 1 25 "Space" "Space"
7402 "one-piece-romance-dawn" "ワンピース ロマンスドーン" 75.33 1 1341 "2012-12-20" 2012 12 20 "2012-12-20" 4232 1728 "PG" "Teens 13 or older" 1 30 "Action/Comedy/Super Power/Fantasy/Friendship" "Comedy/Super Power/Fantasy/Action/Friendship/Shounen/Pirate"
7007 "to-love-ru-darkness" "To LOVEる -とらぶる- ダークネス" 75.23 193 20268 "2012-10-06" 2012 10 6 "2012-12-29" 558 1769 "R" "Mild Nudity" 12 276 "Comedy/Ecchi/Romance/School/Sci-Fi/Harem" "Earth/Ecchi/Romance/Parental Abandonment/Japan/Slice of Life/Asia/Comedy/Violent Retribution For Accidental Infringement/Assassin"
6508 "ano-natsu-de-matteru" "あの夏で待ってる" 75.22 323 27287 "2012-01-10" 2012 1 10 "2012-03-27" 376 1773 "PG" "Teens 13 or older" 12 276 "Comedy/Drama/Romance/Sci-Fi/Slice of Life/Friendship" "Romance/Earth/Science Fiction/Japan/Asia/Love Polygon/High School/Humanoid Alien/Alien/School Life"
7453 "beelzebub-kaiketsu-beel-bo-meitantei-suiri" NA 75.18 0 399 "2012-07-25" 2012 7 25 "2012-09-26" 6957 1789 "PG" "Teens 13 or older" 3 12 "Action/Comedy/Demons/School/Supernatural" "Comedy/Fantasy/School Life/Demon/Action/Shounen"
6789 "joshiraku" "じょしらく" 75.13 72 10779 "2012-07-06" 2012 7 6 "2012-09-28" 1097 1812 "PG" "Teens 13 or older" 13 312 "Comedy/Slice of Life" "Earth/Japan/Parody/Slice of Life/Asia/Comedy/Performance/Tokyo/Slapstick/Present"
6701 "acchi-kocchi" "あっちこっち" 75.12 272 21527 "2012-04-06" 2012 4 6 "2012-06-29" 520 1814 "PG" "Teens 13 or older" 12 300 "Romance/School/Comedy/Slice of Life" "Romance/Earth/Japan/Slice of Life/Comedy/Super Deformed/School Life"
7109 "sukitte-ii-na-yo" "好きっていいなよ。" 75.1 551 36017 "2012-10-07" 2012 10 7 "2012-12-30" 257 1824 "PG" "Teens 13 or older" 13 312 "Romance/School/Drama" "Earth/Romance/Japan/Asia/Unrequited Love/Sudden Girlfriend Appearance/Love Polygon/High School/Friendship/School Life"
7205 "aikatsu" "アイカツ！アイドルカツドウ！" 75.03 91 3524 "2012-10-08" 2012 10 8 "2013-09-26" 2532 1845 "PG" "Children" 50 1224 "Music/School/Slice of Life" "Japan/Henshin/Idol/School Life/The Arts/Music/Slice of Life/Kids/Shoujo"
7401 "acchi-kocchi-place-princess" "あっちこっち 第13話(未放送)「PLACE=PRINCESS」" 74.7 27 5333 "2012-11-07" 2012 11 7 "2012-11-07" 1950 1962 "PG" "Teens 13 or older" 1 23 "Romance/School/Comedy/Slice of Life" "Comedy/School Life/Slice of Life/Romance"
7306 "saint-onii-san" "聖☆おにいさん" 74.65 57 6718 "2012-12-03" 2012 12 3 "2013-08-23" 1661 1985 "PG" "Teens 13 or older" 2 40 "Comedy/Slice of Life" "Japan/Present/Slice of Life/Comedy/Asia/Earth/Religion/Buddhism"
6633 "oda-nobuna-no-yabou-soushuuhen" "織田信奈の野望 総集編" 74.59 14 1706 "2012-10-01" 2012 10 1 "2012-10-01" 3784 2013 "PG" "Teens 13 or older" 1 24 "Comedy/Historical/Romance" "Comedy/Historical/Romance"
6493 "zero-no-tsukaima-f" "ゼロの使い魔F" 74.54 147 22287 "2012-01-07" 2012 1 7 "2012-03-24" 496 2035 "PG" "Teens 13 or older" 12 288 "Adventure/Ecchi/Fantasy/Magic/Romance" "Fantasy/Romance/Ecchi/Action/Fantasy World/Feudal Warfare/Swordplay/Magic/Parallel Universe/Plot Continuity"
6439 "inu-x-boku-ss" "妖狐×僕SS" 74.54 341 30838 "2012-01-13" 2012 1 13 "2012-03-30" 322 2033 "PG" "Teens 13 or older" 12 288 "Comedy/Supernatural/Romance" "Romance/Contemporary Fantasy/Japan/Super Deformed/Bishounen/Present/Super Power/Comedy/Drama"
7965 "the-everlasting-guilty-crown" "The Everlasting Guilty Crown" 74.48 9 2533 "2012-03-07" 2012 3 7 "2012-03-07" 3105 2056 "G" "All Ages" 1 1 "Music" "Music"
6643 "tiger-bunny-movie-1-the-beginning" "劇場版 TIGER & BUNNY -The Beginning-" 74.34 12 2492 "2012-09-22" 2012 9 22 "2012-09-22" 3131 2108 "PG" "Teens 13 or older" 1 93 "Action/Comedy/Mystery/Super Power" "Action/Comedy/Superhero/Super Power/Mystery"
14109 "bravest-warriors-season-1" NA 74.32 4 214 "2012-11-08" 2012 11 8 "2013-07-18" 8732 2122 "PG" NA 12 72 "Anime Influenced" "Science Fiction/Adventure/Action/Comedy/Future/Space/Anime Influenced"
7132 "medaka-box-abnormal" "めだかボックス アブノーマル" 74.31 57 10430 "2012-10-11" 2012 10 11 "2012-12-27" 1130 2124 "PG" "Teens 13 or older" 12 288 "Action/Comedy/Martial Arts/School/Super Power/Ecchi" "Earth/Japan/Asia/High School/Martial Arts/Super Power/Action/Comedy/Ecchi/School Life"
6627 "the-idolm-ster-765-pro-to-iu-monogatari" "アイドルマスター 765プロという物語" 74.23 3 2855 "2012-06-28" 2012 6 28 "2012-06-28" 2885 2163 "PG" "Teens 13 or older" 1 24 "Comedy/Music/Drama" "Comedy/Music/Drama"
7125 "k-project" "K" 74.12 645 45110 "2012-10-05" 2012 10 5 "2012-12-28" 182 2204 "PG" "Teens 13 or older" 13 312 "Action/Supernatural/Super Power" "Earth/Japan/Contemporary Fantasy/Ecchi/Asia/Bishounen/Future/Alternative Present/Present/Super Power"
7256 "kore-wa-zombie-desu-ka-of-the-dead-ova" "これはゾンビですか? OF THE DEAD 「はい、身の丈に合ってます」" 74.12 27 9515 "2012-10-20" 2012 10 20 "2012-10-20" 1216 2206 "R" "Mild Nudity" 1 26 "Action/Comedy/Ecchi/Magic/Supernatural/Harem/Zombies" "Earth/Ecchi/Vampire/Japan/Contemporary Fantasy/Slice of Life/Asia/Comedy/Friendship/Present"
6997 "persona-4-the-animation-no-one-is-alone" "ペルソナ4アニメーション" 73.94 16 5216 "2012-08-22" 2012 8 22 "2012-08-22" 1979 2283 "PG" "Teens 13 or older" 1 30 "Adventure/Mystery/School/Sci-Fi/Super Power/Supernatural" "Science Fiction/Fantasy/Super Power/School Life/Adventure/Mystery"
6653 "mardock-scramble-the-third-exhaust" "マルドゥック・スクランブル 第3部 排気" 73.94 29 3962 "2012-09-29" 2012 9 29 "2012-09-29" 2369 2281 "R" "Mild Nudity" 1 66 "Action/Sci-Fi/Psychological" "Science Fiction/Action/Psychological"
6478 "amagami-ss-plus" "アマガミSS+ plus" 73.88 57 10558 "2012-01-06" 2012 1 6 "2012-03-30" 1115 2301 "PG" "Teens 13 or older" 13 312 "Comedy/Romance/School/Slice of Life" "Romance/Earth/Japan/Asia/Comedy/Love Polygon/High School/School Life/Present/Slice of Life"
6550 "high-school-dxd" "ハイスクールD×D" 73.88 1321 62022 "2012-01-06" 2012 1 6 "2012-03-23" 111 2302 "R" "Mild Nudity" 12 288 "Comedy/Demons/Ecchi/Romance/School/Harem" "Fantasy/Romance/Earth/Contemporary Fantasy/Japan/Ecchi/Action/Asia/High School/School Life"
7657 "oda-nobuna-no-yabou" "織田信奈の野望" 73.82 137 19937 "2012-07-09" 2012 7 9 "2012-09-24" 572 2328 "PG" "Teens 13 or older" 12 288 "Comedy/Historical/Romance" "Romance/Japan/Action/Comedy/Alternative Past/Sengoku Period/Swordplay/War/Past/Harem"
7257 "kono-danshi-ningyo-hiroimashita" "この男子、人魚ひろいました。" 73.72 30 2768 "2012-11-09" 2012 11 9 "2012-11-09" 2936 2367 "PG" "Teens 13 or older" 1 30 "Shounen Ai/Fantasy" "Parental Abandonment/Mermaid/Shounen Ai/Fantasy/Contemporary Fantasy"
7138 "minami-ke-omatase" "みなみけ おまたせ" 73.64 4 2693 "2012-10-05" 2012 10 5 "2012-10-05" 2995 2401 "PG" "Teens 13 or older" 1 25 "Comedy/Slice of Life" "Earth/Japan/Slice of Life/Asia/Comedy/Coming Of Age/Present"
6884 "hakuouki-reimeiroku" "薄桜鬼 黎明録" 73.56 21 3987 "2012-07-09" 2012 7 9 "2012-09-24" 2358 2434 "R" "17+ (violence & profanity)" 12 276 "Action/Drama/Historical/Samurai/Supernatural" "Bakumatsu   Meiji Period/Tokugawa Period/Shinsengumi/Swordplay/Bishounen/Past/Reverse Harem/Violence/Samurai/Historical"
6589 "sword-art-online" "ソードアート・オンライン" 73.44 4135 146468 "2012-07-08" 2012 7 8 "2012-12-23" 23 2485 "PG" "Teens 13 or older" 25 575 "Action/Adventure/Fantasy/Game/Romance" "Fantasy/Romance/Science Fiction/Japan/Adventure/Asia/Swordplay/Thriller/High Fantasy/Love Polygon"
6652 "fairy-tail-houou-no-miko" "劇場版 FAIRY TAIL 鳳凰の巫女" 73.42 68 13011 "2012-08-18" 2012 8 18 "2012-08-18" 907 2498 "PG" "Teens 13 or older" 1 86 "Action/Adventure/Comedy/Fantasy/Magic/Friendship" "Fantasy/Action/Fantasy World/Magic/Friendship/Adventure/Comedy/Shounen"
7300 "jormungand-perfect-order-first-stage-soushuuhen" "ヨルムンガンド PERFECT ORDER 第1期総集編" 73.42 12 1367 "2012-10-03" 2012 10 3 "2012-10-03" 4199 2497 "R" "17+ (violence & profanity)" 1 24 "Action/Adventure" "Action/Adventure"
6603 "tamayura-hitotose-attakai-kaze-no-omoide-nanode" "たまゆら～hitotose～ 第5.5話「あったかい風の想い出、なので」" 73.38 3 1338 "2012-06-27" 2012 6 27 "2012-06-27" 4237 2516 "G" "All Ages" 1 24 "Comedy/Slice of Life/Drama" "Comedy/Slice of Life/Drama"
7342 "carnival-phantasm-hibichika-special" "カーニバル・ファンタズム ひびちかスペシャル" 73.31 4 3118 "2012-07-07" 2012 7 7 "2012-07-07" 2748 2547 "PG" "Teens 13 or older" 1 26 "Comedy/Supernatural" "Comedy/Fantasy"
7093 "tasogare-otome-x-amnesia-taima-otome" "黄昏乙女×アムネジア 退魔乙女" 73.3 16 6145 "2012-11-28" 2012 11 28 "2012-11-28" 1777 2549 "R" "17+ (violence & profanity)" 1 24 "Mystery/Horror/Romance/School/Supernatural" "Fantasy/School Life/Horror/Romance/Mystery"
6521 "sankarea" "さんかれあ" 73.29 305 36601 "2012-04-06" 2012 4 6 "2012-06-29" 245 2562 "R" "Mild Nudity" 12 288 "Comedy/Ecchi/Horror/Romance/Supernatural/Zombies" "Fantasy/Earth/Contemporary Fantasy/Japan/Ecchi/Zombie/Asia/Love Polygon/Countryside/Present"
6193 "seitokai-no-ichizon-lv-2" "生徒会の一存 Lv.2" 73.25 30 6558 "2012-10-13" 2012 10 13 "2012-12-15" 1688 2581 "PG" "Teens 13 or older" 10 240 "Comedy/Parody/School/Harem" "Earth/Japan/Parody/Student Government/Comedy/Breaking The Fourth Wall/High School/Stereotypes/School Life/Present"
7005 "little-busters" "リトルバスターズ!" 73.19 242 22484 "2012-10-06" 2012 10 6 "2013-04-06" 486 2606 "PG" "Teens 13 or older" 26 624 "Comedy/Drama/School/Slice of Life/Supernatural" "Earth/Fantasy/Japan/Asia/Comedy/Angst/High School/Drama/Friendship/School Life"
7113 "btooom" "BTOOOM!" 73.12 417 47176 "2012-10-04" 2012 10 4 "2012-12-20" 169 2635 "R" "17+ (violence & profanity)" 12 288 "Action/Sci-Fi/Psychological" "Earth/Battle Royale/Science Fiction/Action/Combat/Blackmail/Island/Thriller/Plot Continuity/Violence"
7237 "smile-precure-movie-ehon-no-naka-wa-minna-chiguhagu" "映画 スマイルプリキュア! 絵本の中はみんなチグハグ!" 73.11 4 639 "2012-10-27" 2012 10 27 "2012-10-27" 5747 2640 "G" "All Ages" 1 71 "Magic/Kids/Fantasy/Mahou Shoujo" "Contemporary Fantasy/Earth/Japan/Adventure/Fantasy World/Asia/Comedy/Henshin/Anthropomorphism/Friendship"
6962 "sakasama-no-patema-beginning-of-the-day" "サカサマのパテマ Beginning of the Day" 73.03 7 3377 "2012-02-26" 2012 2 26 "2012-08-25" 2598 2673 "PG" "Teens 13 or older" 4 24 "Sci-Fi" "Science Fiction"
6996 "natsuyuki-rendezvous" "夏雪ランデブー" 73.01 30 6758 "2012-07-06" 2012 7 6 "2012-09-14" 1652 2689 "PG" "Teens 13 or older" 11 264 "Drama/Romance/Supernatural" "Earth/Romance/Japan/Slice of Life/Asia/Present/Josei"
6974 "hyouka-motsubeki-mono-wa" "氷菓 持つべきものは" 72.98 44 13928 "2012-07-08" 2012 7 8 "2012-07-08" 840 2702 "PG" "Teens 13 or older" 1 25 "Mystery/School/Slice of Life" "Earth/Japan/Slice of Life/Asia/Present"
6779 "danball-senki-w" "ダンボール戦機 Ｗ" 72.87 5 479 "2012-01-18" 2012 1 18 "2013-03-20" 6474 2750 "G" "All Ages" 58 1160 "Action/Kids/Mecha" "Science Fiction/Mecha/Proxy Battles/Action/Kids"
6276 "denpa-onna-to-seishun-otoko-special" "電波女と青春男 真夜中の太陽" 72.83 18 6002 "2012-02-08" 2012 2 8 "2012-02-08" 1810 2771 "PG" "Teens 13 or older" 1 29 "Comedy/Sci-Fi" "Comedy/Science Fiction"
13550 "winx-club-season-5" NA 72.75 2 119 "2012-09-02" 2012 9 2 "2013-04-24" 10419 2811 "G" NA 26 624 "Anime Influenced" "Fantasy/Friendship/Magical Girl/Magic/Henshin/Anime Influenced"
7106 "persona-4-the-animation-the-factor-of-hope" "ペルソナ4 the Animation -the Factor of Hope-" 72.73 3 2276 "2012-06-09" 2012 6 9 "2012-06-09" 3289 2832 "PG" "Teens 13 or older" 1 90 "Adventure/Mystery/School/Super Power/Supernatural" "Fantasy/Contemporary Fantasy/Adventure/Action/Fantasy World/Comedy/Detective/Proxy Battles/Horror/Drama"
6803 "phi-brain-kami-no-puzzle-orpheus-order-hen" "ファイ・ブレイン ～神のパズル オルペウス・オーダー編" 72.68 16 4173 "2012-04-08" 2012 4 8 "2012-09-23" 2298 2856 "PG" "Teens 13 or older" 25 625 "Action/Game/Mystery" "Comedy/Super Power/Action/Mystery"
6941 "tari-tari" "TARI TARI" 72.68 79 13709 "2012-07-01" 2012 7 1 "2012-09-23" 858 2854 "PG" "Teens 13 or older" 13 312 "Music/School/Slice of Life" "Earth/Japan/Slice of Life/Asia/Performance/High School/School Clubs/Friendship/School Life/Plot Continuity"
6496 "tantei-opera-milky-holmes-dai-2-maku" "探偵オペラ ミルキィホームズ 第2幕" 72.67 12 2086 "2012-01-05" 2012 1 5 "2012-03-22" 3440 2860 "PG" "Teens 13 or older" 12 288 "Comedy/Mystery/Super Power/Mahou Shoujo" "Loli/Action/Comedy/Super Deformed/Slapstick/Magical Girl/Super Power/Mystery"
7164 "hori-san-to-miyamura-kun-" "堀さんと宮村くん" 72.67 44 5236 "2012-09-26" 2012 9 26 "2021-05-25" 1974 2862 "PG" "Teens 13 or older" 6 138 "Comedy/School/Romance" "Earth/Japan/Asia/High School/Friendship/School Life/Slow When It Comes To Love/Present/Comedy/Romance"
6999 "robotics-notes" "ロボティクス・ノーツ" 72.61 128 18622 "2012-10-12" 2012 10 12 "2013-03-22" 625 2892 "PG" "Teens 13 or older" 22 506 "Sci-Fi/School/Mystery/Drama/Mecha" "Earth/Science Fiction/Japan/Slice of Life/Asia/Thriller/Conspiracy/High School/School Clubs/Future"
5518 "code-geass-akito-the-exiled-1" "コードギアス 亡国のアキト 第１章「翼竜は舞い降りた」" 72.6 34 13191 "2012-07-16" 2012 7 16 "2012-07-16" 899 2894 "R" "17+ (violence & profanity)" 1 51 "Action/Mecha/Military/Sci-Fi" "Science Fiction/Mecha/Action/Bishounen/Alternative Present/Present/Military"
6957 "moyashimon-returns" "もやしもん リターンズ" 72.59 11 2667 "2012-07-06" 2012 7 6 "2012-09-14" 3015 2905 "PG" "Teens 13 or older" 11 253 "Comedy/School/Supernatural" "Earth/Japan/Slice of Life/Asia/Comedy/Delinquent/School Clubs/Present/School Life"
7285 "jinrui-wa-suitai-shimashita-specials" "人類は衰退しました" 72.53 4 2799 "2012-09-19" 2012 9 19 "2013-02-20" 2917 2928 "PG" "Teens 13 or older" 6 12 "Fantasy/Comedy" "Comedy/Fantasy"
6678 "akb0048-first-stage" "AKB0048" 72.5 75 5871 "2012-04-29" 2012 4 29 "2012-07-22" 1835 2943 "PG" "Teens 13 or older" 13 299 "Music/Sci-Fi/Friendship" "Science Fiction/Mecha/Coming Of Age/Other Planet/Musical Band/Future/Idol/The Arts/Space/Music"
6469 "papa-no-iukoto-wo-kikinasai" "パパのいうことを聞きなさい！" 72.48 81 14144 "2012-01-11" 2012 1 11 "2012-03-28" 827 2950 "PG" "Teens 13 or older" 12 276 "Comedy/Romance/Slice of Life/Family" "Loli/Slice of Life/Drama/Harem/Comedy/Romance/Family"
7083 "pokemon-black-and-white-2-introduction-movie" "ポケットモンスターブラック２・ホワイト２" 72.43 4 1735 "2012-05-16" 2012 5 16 "2012-05-16" 3759 2975 "PG" "Children" 1 6 "Action/Kids/Fantasy" "Fantasy/Action/Kids"
6392 "saki-achiga-hen-episode-of-side-a" "咲-Saki-阿知賀編 episode of side-A" 72.42 14 3810 "2012-04-09" 2012 4 9 "2012-07-02" 2428 2977 "PG" "Teens 13 or older" 12 288 "Game/School/Slice of Life" "Earth/Japan/Sports/Asia/Comedy/Tokyo/School Clubs/All Girls School/Female Student/Present"
6689 "scryed-alteration-ii-quan" "スクライド オルタレイション 後編 ＱＵＡＮ" 72.35 1 537 "2012-03-10" 2012 3 10 "2012-03-10" 6183 3002 "PG" "Teens 13 or older" 1 93 "Action/Adventure/Sci-Fi/Super Power" "Science Fiction/Super Power/Action/Adventure"
6943 "chouyaku-hyakuninisshu-uta-koi" "超訳百人一首 うた恋い。" 72.1 13 2622 "2012-07-03" 2012 7 3 "2012-09-25" 3047 3122 "PG" "Teens 13 or older" 13 312 "Historical/Romance" "Romance/Heian Period/Japan/Comedy/Historical"
6590 "accel-world" "アクセル・ワールド" 72.05 444 43192 "2012-04-07" 2012 4 7 "2012-09-22" 194 3150 "PG" "Teens 13 or older" 24 576 "Action/Romance/School/Sci-Fi/Game/Friendship" "Science Fiction/Action/Fantasy World/Middle School/Future/School Life/Virtual Reality/Romance/Friendship"
7293 "chuunibyou-demo-koi-ga-shitai-lite" "中二病でも恋がしたい！Lite" 72 54 11529 "2012-09-27" 2012 9 27 "2012-10-31" 1030 3179 "PG" "Teens 13 or older" 6 36 "Comedy/School" "Comedy/School Life"
6740 "mysterious-girlfriend-x" "謎の彼女X" 71.9 204 17613 "2012-04-08" 2012 4 8 "2012-07-01" 665 3224 "R" "17+ (violence & profanity)" 13 312 "Ecchi/Romance/School" "Romance/Earth/Japan/Slice of Life/Asia/Comedy/Sudden Girlfriend Appearance/High School/School Life/Present"
6801 "high-school-dxd-ova" "ハイスクールD×D OVA" 71.83 74 16138 "2012-09-06" 2012 9 6 "2013-05-31" 729 3265 "R" "Mild Nudity" 2 46 "Comedy/Demons/Ecchi/Romance/School" "Fantasy/Ecchi/Earth/Japan/Asia/Stereotypes/Present/Demon/Super Power/Comedy"
7243 "kyousougiga-2012" "京騒戯画" 71.79 12 3820 "2012-08-31" 2012 8 31 "2012-12-22" 2424 3292 "PG" "Teens 13 or older" 5 50 "Action/Fantasy/Supernatural" "Fantasy/Action/Comedy"
6688 "precure-all-stars-new-stage-mirai-no-tomodachi" "映画 プリキュアオールスターズNew Stage みらいのともだち" 71.77 6 628 "2012-03-17" 2012 3 17 "2012-03-17" 5781 3302 "G" "All Ages" 1 73 "Magic/Fantasy/Mahou Shoujo" "Contemporary Fantasy/Japan/Action/Magical Girl/Present/Super Power/Magic/Fantasy"
6410 "nogizaka-haruka-no-himitsu-finale" "乃木坂春香の秘密 ふぃな～れ♪" 71.75 6 3057 "2012-08-19" 2012 8 19 "2012-11-28" 2785 3320 "PG" "Teens 13 or older" 4 100 "" "Earth/Ecchi/Romance/Japan/Parody/Asia/Comedy/High School/Stereotypes/School Life"
7296 "bakuman-deraman" "バクマン。 スペシャル「デラマン。」" 71.75 1 1279 "2012-09-29" 2012 9 29 "2013-01-02" 4329 3316 "PG" "Teens 13 or older" 2 50 "Comedy/School" "Comedy/School Life"
6927 "inazuma-eleven-go-chrono-stone" "イナズマイレブンGO クロノ・ストーン" 71.71 21 2188 "2012-04-18" 2012 4 18 "2013-05-01" 3355 3347 "G" "All Ages" 51 23 "Sports/Super Power" "Earth/Japan/Sports/Asia/Soccer/School Life/Present/Super Power"
6942 "fuse-teppou-musume-no-torimonochou" "伏 鉄砲娘の捕物帳" 71.6 21 2665 "2012-10-20" 2012 10 20 "2012-10-20" 3018 3392 "R" "17+ (violence & profanity)" 1 109 "Action/Drama/Historical/Supernatural" "Tokugawa Period/Japan/Contemporary Fantasy/Gunfights/Juujin/Tokyo/Violence/Samurai/Historical/Action"
7181 "battle-spirits-sword-eyes" "バトルスピリッツ ソードアイズ" 71.56 2 228 "2012-09-09" 2012 9 9 "2013-03-31" 8564 3409 "PG" "Children" 29 725 "Action/Game/Fantasy/Adventure" "Action"
6447 "doraemon-nobita-and-the-miracle-island-animal-adventure" "映画 ドラえもん のび太と奇跡の島～アニマル アドベンチャー～" 71.54 0 235 "2012-03-03" 2012 3 3 "2012-03-03" 8486 3415 "PG" "Children" 1 100 "Adventure/Comedy/Fantasy/Kids" "Comedy/Fantasy/Adventure/Kids"
5531 "bodacious-space-pirates" "モーレツ宇宙海賊" 71.5 51 7899 "2012-01-08" 2012 1 8 "2012-07-01" 1445 3441 "PG" "Teens 13 or older" 26 624 "Sci-Fi/Space" "Space Travel/Science Fiction/Adventure/Shipboard/All Girls School/Space/Pirate"
