"number" "anime_name_english" "anime_name_japanese" "rating" "favorite_count" "user_count" "airing_start" "year" "month" "day" "airing_end" "popularity_rank" "rating_rank" "age_rating" "age_rating_Guide" "total_episode" "total_length" "Genres" "Categories"
41284 "free-take-your-marks-character-butai-aisatsu" "特別版 Free!-Take Your Marks- キャラクター舞台挨拶" 74.03 1 270 "2017-10-28" 2017 10 28 "2017-10-28" 8073 2247 "G" NA 4 24 "Comedy" "Comedy/Bishounen/Sports"
13996 "heibai-wushang-2nd-season" "黑白无双" 73.9 2 160 "2017-08-05" 2017 8 5 "2017-10-14" 9572 2293 "PG" "Teens 13 or older" 12 180 "Comedy/Supernatural/Action" "Comedy/Action/Fantasy"
13313 "boku-no-hero-academia-2nd-season-hero-note" "僕のヒーローアカデミア 2ndシーズン ヒーローノート" 73.86 94 7998 "2017-03-25" 2017 3 25 "2017-03-25" 1426 2310 "PG" "Teens 13 or older" 1 23 "School/Super Power/Comedy/Action" "Comedy/Super Power/School Life/Action/Superhero/Shounen"
12774 "ao-no-exorcist-kyoto-fujouou-hen-ova" "青の祓魔師 OVA" 73.86 10 4514 "2017-04-04" 2017 4 4 "2017-10-04" 2183 2313 "PG" "Teens 13 or older" 2 48 "Fantasy/Action/Demons/Supernatural" "Demon/Action/Fantasy/Shounen"
42284 "dramaturgy" "ドラマツルギー" 73.82 0 127 "2017-10-11" 2017 10 11 "2017-10-11" 10217 2329 "G" "All Ages" 1 4 "" "Music"
12471 "amanchu-ova" "あまんちゅ！約束の夏と新しい思い出のコト" 73.76 2 1567 "2017-03-29" 2017 3 29 "2017-03-29" 3940 2349 "PG" "Teens 13 or older" 1 23 "" "Comedy/School Life/Slice of Life/Friendship/School Clubs"
13253 "yoake-tsugeru-lu-no-uta" "夜明け告げるルーのうた" 73.7 20 3260 "2017-05-19" 2017 5 19 "2017-05-19" 2670 2376 "G" NA 1 113 "Music/Fantasy/Adventure" "Music/Fantasy/Adventure"
13927 "love-live-sunshine-pre-season-2-special" "ラブライブ！サンシャイン！！TVアニメ2期放送直前特番～私たち、輝きたい！！～" 73.7 1 261 "2017-09-30" 2017 9 30 "2017-09-30" 8174 2374 "PG" "Teens 13 or older" 1 24 "School" "School Life/Slice of Life/Idol/School Clubs/All Girls School/High School/Music/Comedy/Friendship"
13681 "ano-ko-secret" "あの娘シークレット" 73.52 1 194 "2017-07-13" 2017 7 13 "2017-07-13" 9015 2452 "G" "All Ages" 1 4 "" "Romance/Music"
13061 "mary-to-majo-no-hana" "メアリと魔女の花" 73.46 17 5582 "2017-07-08" 2017 7 8 "2017-07-08" 1891 2476 "PG" NA 1 120 "Adventure/Magic/Fantasy" "Magic/Fantasy/Adventure"
41197 "ze-tian-ji-3rd-season" "择天记 第三季" 73.46 1 145 "2017-07-26" 2017 7 26 "2017-10-11" 9843 2478 "PG" NA 12 240 "Fantasy/Action/Adventure" "Adventure/Action/Fantasy"
14147 "aishen-qiaokeli-ing-2nd-season" "爱神巧克力ING... 2期" 73.46 11 1442 "2017-12-21" 2017 12 21 "2018-04-05" 4102 2477 "PG" "Teens 13 or older" 15 NA "Comedy/School/Harem/Romance" "Harem/Romance/Comedy/School Life"
13644 "huyao-xiao-hongniang-qian-yan" NA 73.44 3 368 "2017-02-24" 2017 2 24 "2017-06-02" 7174 2487 "PG" "Teens 13 or older" 15 NA "" "Comedy/Fantasy/Historical/Romance"
13688 "yao-shen-ji-ova" "妖神记" 73.41 4 651 "2017-05-09" 2017 5 9 "2017-09-22" 5709 2502 "PG" "Teens 13 or older" 40 320 "Martial Arts/Demons/Fantasy/Romance/Action/Adventure" "Action/Adventure/Fantasy/Romance/Martial Arts"
13489 "himouto-umaru-chan-r" "干物妹！うまるちゃんR" 73.39 39 10845 "2017-10-08" 2017 10 8 "2017-12-24" 1089 2511 "PG" "Teens 13 or older" 12 288 "School/Slice of Life/Comedy" "Comedy/School Life/Slice of Life"
11548 "digimon-adventure-tri-4" "デジモンアドベンチャーtri.（トライ）第４章「喪失」" 73.38 11 3266 "2017-02-25" 2017 2 25 "2017-02-25" 2665 2519 "PG" NA 1 82 "Comedy/Adventure/Action/Drama/Friendship" "Comedy/Drama/Action/Friendship/Adventure/Proxy Battles"
13245 "ani-ni-tsukeru-kusuri-wa-nai" "兄に付ける薬はない!" 73.37 14 4302 "2017-04-07" 2017 4 7 "2017-06-23" 2262 2524 "PG" NA 12 60 "School/Slice of Life/Comedy" "Comedy/School Life/Slice of Life"
12707 "kemono-friends" "けものフレンズ" 73.34 79 5788 "2017-01-11" 2017 1 11 "2017-03-29" 1850 2536 "PG" "Teens 13 or older" 12 288 "Fantasy/Adventure/Comedy" "Comedy/Adventure/Juujin"
12141 "yuyushiki-ova" "ゆゆ式 OVA『困らせたり、困らされたり』" 73.3 1 1030 "2017-02-22" 2017 2 22 "2017-02-22" 4739 2556 "PG" "Teens 13 or older" 1 28 "Comedy/School/Slice of Life" "Comedy/School Life/Slice of Life"
13998 "tales-of-exorcism" "降灵记" 73.29 1 208 "2017-03-22" 2017 3 22 "2017-08-16" 8815 2563 "PG" "Teens 13 or older" 15 225 "Demons/Fantasy/Action" "Fantasy/Demon/Action"
12681 "watashi-shain-ryokou-tte-hajimete-na-node" "NEW GAME! 私、社員旅行って初めてなので…" 73.23 6 4918 "2017-01-01" 2017 1 1 "2017-01-01" 2060 2593 "PG" "Teens 13 or older" 1 22 "Ecchi/Comedy/Slice of Life" "Comedy/Slice of Life"
13241 "kobayashi-san-chi-no-maid-dragon-specials" "小林さんちのメイドラゴン" 73.23 31 5648 "2017-03-15" 2017 3 15 "2017-09-20" 1877 2595 "PG" "Teens 13 or older" 7 14 "Slice of Life/Fantasy/Comedy" "Comedy/Fantasy/Slice of Life"
42830 "itte" "言って。" 73.13 0 56 "2017-06-28" 2017 6 28 "2017-06-28" 12538 2634 "G" "All Ages" 1 4 "" "Music/Dementia"
12537 "days-ova" "DAYS" 73.12 2 733 "2017-03-17" 2017 3 17 "2017-05-17" 5430 2637 "PG" "Teens 13 or older" 2 50 "School/Sports" "Sports/School Life"
13585 "yama-no-susume-omoide-present" "ヤマノススメ おもいでプレゼント" 73.06 1 903 "2017-10-28" 2017 10 28 "2017-10-28" 5002 2664 "PG" "Teens 13 or older" 1 27 "Comedy/Slice of Life/Adventure" "Adventure/Comedy/Slice of Life"
12927 "kirakira-precure-a-la-mode" "キラキラ☆プリキュアアラモード" 72.99 15 885 "2017-02-05" 2017 2 5 "2018-01-28" 5039 2698 "G" "All Ages" 49 1127 "" "Magic/Fantasy/Slice of Life/Magical Girl/Cooking/Adventure/Shoujo"
12535 "isekai-shokudou" "異世界食堂" 72.99 53 11094 "2017-07-04" 2017 7 4 "2017-09-12" 1068 2696 "PG" "Teens 13 or older" 12 276 "" "Comedy/Fantasy/Fantasy World/Cooking/Mystery"
12641 "ryuu-no-haisha" "龍の歯医者" 72.97 20 3441 "2017-02-18" 2017 2 18 "2017-02-25" 2571 2713 "PG" NA 2 92 "Fantasy/Adventure" "Fantasy/Adventure"
12294 "tales-of-zestiria-the-x-2" "テイルズ オブ ゼスティリア ザ クロス 第2期" 72.95 20 9682 "2017-01-08" 2017 1 8 "2017-04-29" 1201 2726 "PG" "Teens 13 or older" 13 299 "Magic/Fantasy/Action/Adventure" "Fantasy/Action/Adventure"
14213 "mobile-suit-gundam-thunderbolt-bandit-flower" "機動戦士ガンダム サンダーボルト BANDIT FLOWER" 72.81 2 556 "2017-11-18" 2017 11 18 "2017-11-18" 6095 2788 "R" "Mild Nudity" 1 1 "Sci-Fi/Space/Military/Mecha/Drama/Action" "Action/Military/Science Fiction/Space/Mecha/Future/Piloted Robot/Robot/Shipboard"
14116 "doupo-cangqiong" "斗破苍穹" 72.75 2 378 "2017-01-07" 2017 1 7 "2017-04-01" 7101 2813 "PG" "Teens 13 or older" 12 240 "Comedy/Supernatural/Romance/Action/Adventure" "Action/Adventure/Comedy/Fantasy/Romance"
13324 "happy-party-train" "HAPPY PARTY TRAIN" 72.74 0 630 "2017-04-05" 2017 4 5 "2017-04-05" 5773 2824 "G" "All Ages" 1 8 "Music" "Music"
40723 "kirakira-precure-a-la-mode-movie-paritto-omoide-no-mille-feuille" "映画キラキラ☆プリキュアアラモード パリッと！想い出のミルフィーユ！" 72.71 0 209 "2017-10-28" 2017 10 28 "2017-10-28" 8800 2839 "G" "All Ages" 1 70 "" "Shoujo/Magic/Fantasy/Slice of Life/Cooking/Magical Girl/Earth/Friendship"
12324 "trinity-seven-movie-eternity-library-to-alchemic-girl" "劇場版 トリニティセブン －悠久図書館〈エターニティライブラリー〉と錬金術少女〈アルケミックガール〉－" 72.63 25 7840 "2017-02-25" 2017 2 25 "2017-02-25" 1454 2879 "PG" "Teens 13 or older" 1 55 "Action/Comedy/Ecchi/Fantasy/Harem/Magic/Romance/School" "Fantasy/Magic/Action/Comedy/Ecchi/Romance/Harem/School Life"
12793 "sakura-quest" "サクラクエスト" 72.47 25 10377 "2017-04-06" 2017 4 6 "2017-09-21" 1136 2957 "PG" "Teens 13 or older" 25 575 "Comedy/Slice of Life/Workplace" "Comedy/Slice of Life/Working Life"
12862 "spiritpact" "SPIRITPACT" 72.46 27 3033 "2017-01-07" 2017 1 7 "2017-03-11" 2801 2967 NA NA 10 230 "Action/Shounen Ai/Supernatural" "Fantasy/Shounen Ai/Action"
14030 "boku-no-hero-academia-training-of-the-dead" "僕のヒーローアカデミア トレーニング・オブ・ザ・デッド" 72.42 28 7567 "2017-06-02" 2017 6 2 "2017-06-02" 1510 2976 "PG" "Teens 13 or older" 1 25 "Comedy/Super Power/School/Action" "Action/Comedy/Super Power/School Life/Shounen"
12241 "starmyu-2nd-season" "高校星歌劇［スタミュ］" 72.33 3 1340 "2017-04-04" 2017 4 4 "2017-06-20" 4234 3012 "PG" "Teens 13 or older" 12 288 "Music/School/Slice of Life" "School Life/Music/Slice of Life"
13011 "super-danganronpa-2-5-komaeda-nagito-to-sekai-no-hakaimono" "スーパーダンガンロンパ2.5 狛枝凪斗と世界の破壊者" 72.3 38 5030 "2017-01-12" 2017 1 12 "2017-01-12" 2025 3021 "R" "17+ (violence & profanity)" 1 30 "Mystery/Psychological/Horror/Action" "Horror/Action/Psychological/Mystery"
13883 "baja-no-studio" "バジャのスタジオ" 72.28 2 451 "2017-10-28" 2017 10 28 "2017-10-28" 6626 3027 "PG" "Children" 1 21 "Magic/Fantasy" "Fantasy/Magic"
11940 "kuzu-no-honkai" "クズの本懐" 72.17 265 28337 "2017-01-13" 2017 1 13 "2017-03-31" 361 3083 "R" "Mild Nudity" 12 264 "Ecchi/Drama/Romance/School" "School Life/Drama/Romance/Unrequited Love/Present/Coming Of Age/High School"
42285 "nonsense-bungaku" "ナンセンス文学" 72.06 0 76 "2017-05-20" 2017 5 20 "2017-05-20" 11601 3149 "G" "All Ages" 1 3 "" "Music"
13536 "no-doubt" "アイドリッシュセブン『NO DOUBT/Re:vale』" 72.06 0 230 "2017-05-29" 2017 5 29 "2017-05-29" 8537 3148 "G" "All Ages" 1 4 "Music/Action" "Music/Action"
12521 "oshiete-galko-chan-ova" "おしえて! ギャル子ちゃん 夏休みって本当ですか?" 72.04 2 2132 "2017-01-23" 2017 1 23 "2017-01-23" 3403 3157 "PG" "Teens 13 or older" 1 28 "School/Slice of Life/Comedy" "Comedy/School Life/Slice of Life"
13330 "kuroko-no-basket-oshaberi-shiyou-ka" "黒子のバスケ お喋りしようか" 71.97 2 753 "2017-01-27" 2017 1 27 "2017-01-27" 5367 3193 "PG" "Teens 13 or older" 1 16 "School/Sports/Comedy" "Comedy/Sports/School Life/Shounen/Basketball"
13322 "saenai-heroine-no-sodatekata-flat-koi-to-junjou-no-service-kai" "冴えない彼女〈ヒロイン〉の育てかた♭ #0 「恋と純情のサービス回」" 71.92 5 4919 "2017-04-06" 2017 4 6 "2017-04-06" 2058 3209 "PG" "Teens 13 or older" 1 22 "Harem/Ecchi/School/Romance/Comedy" "Comedy/School Life/Harem/Romance/Ecchi"
12579 "high-school-fleet-ova" "OVA ハイスクール・フリート" 71.89 2 1453 "2017-03-31" 2017 3 31 "2017-05-24" 4083 3232 "PG" "Teens 13 or older" 2 48 "Military/School/Action" "School Life/Military/Action"
13513 "asagao-to-kase-san-kimi-no-hikari" "キミノヒカリ ～あさがおと加瀬さん。～" 71.88 6 2549 "2017-05-07" 2017 5 7 "2017-05-07" 3097 3238 "G" "All Ages" 1 7 "Music/Shoujo Ai/School/Romance" "School Life/Shoujo Ai/Romance"
11454 "biohazard-vendetta" "バイオハザード ヴェンデッタ" 71.87 3 1084 "2017-05-27" 2017 5 27 "2017-05-27" 4641 3241 "R" "Violence, Profanity" 1 97 "Horror/Sci-Fi/Action/Zombies" "Science Fiction/Horror/Action/Zombie"
40612 "uq-holder-ova" "UQ HOLDER!" 71.83 4 1284 "2017-09-08" 2017 9 8 "2018-06-08" 4319 3270 "PG" NA 3 66 "Sci-Fi/Magic/Fantasy/Action" "Action/Science Fiction/Fantasy/Magic"
11127 "mutafukaz" "ムタフカズ" 71.81 5 868 "2017-06-12" 2017 6 12 "2017-06-12" 5080 3275 "R" NA 1 NA "Anime Influenced" "United States/Violence/Mafia/Cops/Anime Influenced"
40594 "senki-zesshou-symphogear-axz-senki-zesshou-shinai-symphogear" "戦姫絶唱シンフォギアAXZ 戦姫絶唱しないシンフォギア" 71.78 2 307 "2017-11-29" 2017 11 29 "2018-02-28" 7708 3301 "PG" "Teens 13 or older" 4 28 "Comedy/Sci-Fi/Music/Slice of Life" "Comedy/Science Fiction/Music/Space Opera/Super Deformed"
11549 "digimon-adventure-tri-5" "デジモンアドベンチャーtri.（トライ）第５章「共生」" 71.74 7 2760 "2017-09-30" 2017 9 30 "2017-09-30" 2942 3327 "PG" NA 1 96 "Comedy/Adventure/Action/Drama/Friendship" "Comedy/Drama/Action/Friendship/Adventure/Proxy Battles"
13616 "enmusubi-no-youko-chan" "縁結びの妖狐ちゃん" 71.73 7 898 "2017-07-01" 2017 7 1 "2017-12-09" 5014 3330 "PG" "Teens 13 or older" 24 576 "" "Comedy/Romance/Fantasy/Historical"
13948 "tsuki-ga-kirei-special" "月がきれい" 71.71 4 1869 "2017-09-27" 2017 9 27 "2017-09-27" 3632 3344 "PG" "Teens 13 or older" 1 15 "Comedy/School/Romance" "Comedy/Romance/Slice of Life/School Life"
13664 "precure-dream-stars-movie" "映画プリキュアドリームスターズ!" 71.7 1 245 "2017-03-18" 2017 3 18 "2017-03-18" 8367 3351 "G" "All Ages" 1 71 "Comedy/Magic/Fantasy/Action" "Action/Comedy/Magic/Magical Girl/Fantasy"
14186 "wo-shi-jiang-xiabai" "我是江小白" 71.69 2 520 "2017-11-09" 2017 11 9 "2018-01-24" 6270 3356 "PG" "Teens 13 or older" 12 240 "Drama/Slice of Life/Romance" "Romance/Slice of Life"
11207 "imouto-sae-ireba-ii" "妹さえいればいい。" 71.66 79 13930 "2017-10-08" 2017 10 8 "2017-12-24" 839 3364 "R" "Mild Nudity" 12 288 "Comedy/Romance" "Comedy/Romance"
13510 "beyblade-burst-god" "ベイブレードバースト 神〈ゴッド〉" 71.6 32 644 "2017-04-03" 2017 4 3 "2018-03-26" 5731 3389 "PG" "Children" 51 NA "Sports/Sci-Fi/Adventure/Action" "Science Fiction/Sports/Action/Adventure"
11942 "roku-de-nashi-majutsu-koushi-to-kinki-kyouten" "ロクでなし魔術講師と禁忌教典" 71.56 147 25908 "2017-04-04" 2017 4 4 "2017-06-20" 404 3404 "R" NA 12 288 "Action/Fantasy/Magic/School" "Magic/School Life/Fantasy/Action"
14159 "to-love-ru-multiplication-mae-kara-ushiro-kara" "To LOVEる -とらぶる- Multiplication ~前から後ろから~" 71.55 9 1861 "2017-11-02" 2017 11 2 "2017-11-02" 3640 3410 "R" "Mild Nudity" 1 12 "Comedy/Sci-Fi/School/Harem/Romance/Ecchi" "Comedy/Ecchi/Harem/Romance/School Life/Science Fiction"
13530 "just-because" "Just Because!" 71.47 43 14018 "2017-10-05" 2017 10 5 "2017-12-28" 833 3460 "PG" "Teens 13 or older" 12 288 "Slice of Life/Drama/Romance/School" "School Life/Romance/Slice of Life"
12755 "mobile-suit-gundam-thunderbolt-2nd-season" "機動戦士ガンダム サンダーボルト 第2シーズン" 71.45 5 1412 "2017-03-24" 2017 3 24 "2017-07-14" 4141 3477 "R" "Violence, Profanity" 4 72 "Action/Military/Sci-Fi/Space/Drama/Mecha" "Science Fiction/Space/Military/Mecha/Drama/Action"
40610 "koisuru-shirokuma" "恋するシロクマ" 71.41 2 336 "2017-03-04" 2017 3 4 "2018-06-07" 7420 3498 "G" "All Ages" 10 6 "Comedy/Shounen Ai" ""
13890 "the-idolmaster-prologue-sidem-episode-of-jupiter" "THE IDOLM@STER Prologue SideM Episode of Jupiter" 71.4 1 513 "2017-09-30" 2017 9 30 "2017-09-30" 6296 3504 "PG" "Teens 13 or older" 1 20 "Music" "Music/Idol"
13303 "nobunaga-no-shinobi-ise-kanegasaki-hen" "信長の忍び~伊勢・金ヶ崎篇~" 71.39 3 1038 "2017-04-08" 2017 4 8 "2017-09-30" 4722 3508 "PG" "Children" 26 NA "Historical/Comedy" "Comedy/Historical"
13777 "lan-mo-de-hua" "蓝漠的花" 71.35 3 405 "2017-07-13" 2017 7 13 "2017-08-14" 6913 3540 "PG" NA 9 117 "Magic/School/Romance" "Magic/Romance/School Life/China/Asia/Earth"
13756 "gundam-build-fighters-gm-no-gyakushuu" "ガンダムビルドファイターズ GMの逆襲" 71.27 0 562 "2017-08-25" 2017 8 25 "2017-08-25" 6066 3583 "G" NA 1 NA "Sci-Fi/Mecha/Action" ""
8737 "gyakusatsu-kikan" "虐殺器官" 71.24 17 3964 "2017-02-03" 2017 2 3 "2017-02-03" 2367 3600 "R" "Violence, Profanity" 1 115 "Sci-Fi/Psychological/Military" "Science Fiction/Psychological"
11537 "blame-movie" "BLAME!" 71.23 28 6411 "2017-05-20" 2017 5 20 "2017-05-20" 1721 3605 "PG" "Teens 13 or older" 1 110 "Action/Drama/Mecha/Psychological/Sci-Fi" "Science Fiction/Mecha/Drama/Action/Psychological"
12561 "kyoukai-no-rinne-tv-3rd-season" "境界のRINNE 第3シリーズ" 71.19 4 1682 "2017-04-08" 2017 4 8 "2017-09-23" 3813 3629 "PG" "Teens 13 or older" 25 600 "Comedy/Romance/School/Supernatural" "Comedy/Fantasy/School Life/Romance"
13229 "kujira-no-kora-wa-sajou-ni-utau" "クジラの子らは砂上に歌う" 71.19 63 12216 "2017-10-08" 2017 10 8 "2017-12-24" 974 3630 "PG" "13 - Teens 13 or older" 12 288 "Fantasy/Mystery/Sci-Fi/Drama" "Conspiracy/Dystopia/Post Apocalypse/Psychological/Super Power/Fantasy/Drama/Science Fiction/Mystery"
12941 "pokemon-kimi-ni-kimeta" "劇場版ポケットモンスター キミにきめた！" 71.18 14 2444 "2017-07-15" 2017 7 15 "2017-07-15" 3168 3639 "PG" "Children" 1 120 "Adventure/Comedy/Kids/Action" "Comedy/Action/Adventure/Proxy Battles/Kids"
13301 "a-channel-nabe-wo-tabeyou" "Aチャンネル 鍋を食べよう" 71.18 1 618 "2017-09-27" 2017 9 27 "2017-09-27" 5821 3640 "PG" "Teens 13 or older" 1 23 "School/Slice of Life/Comedy" "Comedy/School Life/Slice of Life"
42112 "kakegurui-picture-drama" "賭ケグルイ メイド喫茶百花王" 71.12 8 1007 "2017-10-13" 2017 10 13 "2017-12-15" 4782 3663 NA NA 3 6 "Comedy" "Comedy"
12861 "rewrite-moon-and-terra" "Rewrite 2ndシーズン" 71.04 20 6171 "2017-01-14" 2017 1 14 "2017-03-25" 1770 3699 "PG" "Teens 13 or older" 11 264 "Action/Comedy/Supernatural/Romance/Fantasy/School" "Fantasy/Contemporary Fantasy/Action/Comedy/Romance/School Life"
42686 "benghuai-3-reburn" "崩坏3 Reburn" 70.74 0 121 "2017-09-30" 2017 9 30 "2017-09-30" 10354 3873 "PG" "Teens 13 or older" 1 4 "" "Action/Mecha"
13755 "the-idolmaster-side-m" "アイドルマスター SideM" 70.74 8 1634 "2017-10-07" 2017 10 7 "2017-12-30" 3851 3871 "PG" "Teens 13 or older" 13 312 "Music" "Music/Idol"
40997 "wangu-xian-qiong" "万古仙穹" 70.73 2 302 "2017-05-18" 2017 5 18 "2017-07-27" 7744 3879 "PG" NA 12 180 "Comedy/Fantasy/Adventure" "Adventure/Comedy/Fantasy/Fantasy World"
13101 "brave-witches-petersburg-daisenryaku" "ブレイブウィッチーズ　第13話「ペテルブルグ大戦略」" 70.65 2 718 "2017-08-25" 2017 8 25 "2017-08-25" 5476 3913 "R" "Mild Nudity" 1 25 "Sci-Fi/Magic/Military/Action/Ecchi" "Science Fiction/Magic/Military/Action/Ecchi/Alien"
13208 "nanbaka-special" "ナンバカ 出席番号のついたバカたち!" 70.64 4 1937 "2017-04-29" 2017 4 29 "2017-04-29" 3570 3924 "PG" "Teens 13 or older" 1 23 "School/Comedy/Drama/Action" "Comedy/Drama/Action"
13274 "knights-and-magic" "ナイツ&マジック" 70.63 64 11263 "2017-07-02" 2017 7 2 "2017-09-24" 1052 3927 "PG" "Teens 13 or older" 13 313 "Mecha/School/Fantasy/Magic/Action" "Magic/School Life/Fantasy/Action"
12464 "saiyuuki-reload-blast" "最遊記RELOAD BLAST" 70.6 6 2769 "2017-07-05" 2017 7 5 "2017-09-20" 2935 3945 "PG" "Teens 13 or older" 12 276 "Action/Adventure/Comedy/Drama/Supernatural" "Comedy/Fantasy/Drama/Action/Adventure/Josei"
13651 "binan-koukou-chikyuu-bouei-bu-love-love-love" "美男高校地球防衛部LOVE! LOVE! LOVE!" 70.48 2 599 "2017-08-26" 2017 8 26 "2017-08-26" 5894 4013 "PG" "Teens 13 or older" 1 0 "Comedy/Magic/School/Parody/Slice of Life" "Comedy/Fantasy/Henshin/Magic/Parody"
13066 "fate-apocrypha" "Fate/Apocrypha" 70.37 103 18942 "2017-07-02" 2017 7 2 "2017-12-31" 608 4077 "R" "17+ (violence & profanity)" 25 575 "Magic/Supernatural/Historical/Fantasy/Drama/Action" "Contemporary Fantasy/Adventure/Battle Royale/Europe/Fantasy/Magic/Historical/Drama/Action"
41557 "hiyoko-no-basket-movie-last-game-0401" "劇場版 ひよこのバスケ LAST GAME 0401" 70.25 0 221 "2017-04-01" 2017 4 1 "2017-04-01" 8647 4141 "G" "All Ages" 1 1 "Sports/Parody" ""
13744 "starship-troopers-traitor-of-mars" "スターシップトルーパー：火星の裏切り者" 70.22 0 137 "2017-08-21" 2017 8 21 "2017-08-21" 9996 4155 "R" "Violence, Profanity" 1 88 "Sci-Fi/Military/Action" "Action/Alien/Future/Military/Science Fiction/Space/Space Travel/Violence"
41678 "chuunibyou-demo-koi-ga-shitai-movie-take-on-me-mini-drama-koukai-chokuzen-no-kaiko-gekijou" "「映画 中二病でも恋がしたい！ -Take On Me-」ミニドラマ『公開直前の・・・回顧劇場』" 70.15 1 580 "2017-11-17" 2017 11 17 "2018-01-05" 5980 4187 "G" "All Ages" 24 0 "Comedy" ""
13753 "bang-dream-special" "BanG Dream！ 遊んじゃった！" 70.12 1 820 "2017-08-19" 2017 8 19 "2017-08-19" 5171 4208 "PG" NA 1 23 "Music/Slice of Life" "Music/Slice of Life"
12623 "zero-kara-hajimeru-mahou-no-sho" "ゼロから始める魔法の書" 70.11 37 13306 "2017-04-10" 2017 4 10 "2017-06-26" 889 4217 "PG" NA 12 288 "Fantasy/Action" "Fantasy/Action"
13816 "cyborg-009-call-of-justice-ona" "CYBORG009 CALL OF JUSTICE" 70.05 1 253 "2017-02-10" 2017 2 10 "2017-02-10" 8265 4254 "PG" "Children" 12 312 "" "Action/Adventure/Mecha/Science Fiction"
13033 "onihei-sono-otoko-heizou-hasegawa" "鬼平~その男, 長谷川平蔵~" 70.01 0 266 "2017-02-22" 2017 2 22 "2017-02-22" 8116 4279 NA "Mild Nudity" 1 40 "Historical" "Historical"
13724 "yume-ga-sameru-made" "夢が覚めるまで" 69.97 1 481 "2017-07-13" 2017 7 13 "2017-07-13" 6469 4297 "PG" NA 1 2 "Drama" ""
41567 "koi-wo-shita-no-wa" "恋をしたのは" 69.95 0 531 "2017-05-17" 2017 5 17 "2017-05-17" 6214 4313 "G" "All Ages" 1 3 "Music" "Music"
12461 "chain-chronicle-2nd-movie" "チェインクロニクル〜ヘクセイタスの閃（ひかり）〜 第２章" 69.94 2 1210 "2017-01-14" 2017 1 14 "2017-01-14" 4423 4328 "PG" "Teens 13 or older" 1 1 "Action/Adventure/Fantasy/Magic" "Magic/Fantasy/Action/Adventure"
12273 "uq-holder" "UQ HOLDER! ～魔法先生ネギま！2～" 69.94 27 8720 "2017-10-03" 2017 10 3 "2017-12-19" 1323 4322 "PG" "Teens 13 or older" 12 288 "Action/Fantasy/Magic/Sci-Fi" "Science Fiction/Magic/Fantasy/Action"
